id,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
521,Crooked Hillary Clinton; perhaps the most dishonest person to have ever run for the presidency; is also one of the all time great enablers!,FALSE,26176,NA,4/29/2016 13:46,FALSE,NA,726045000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10373,FALSE,FALSE,NA,NA,1
522,Wow; the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!,FALSE,19102,NA,4/29/2016 11:22,FALSE,NA,726009000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5863,FALSE,FALSE,NA,NA,1
523,Thank you America! #Trump2016 https://t.co/KL7VZbM1jP,FALSE,20679,NA,4/26/2016 19:55,FALSE,NA,725051000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7686,FALSE,FALSE,NA,NA,-1
524,Lets #MakeAmericaGreatAgain; Maryland! #VoteTrump   https://t.co/ZttNAmk1QS,FALSE,8756,NA,4/26/2016 18:12,FALSE,NA,725025000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2790,FALSE,FALSE,NA,NA,-1
525,You have until 8pm to #VoteTrump; Delaware! https://t.co/GYeV6m1qOn,FALSE,7495,NA,4/26/2016 18:12,FALSE,NA,725025000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2381,FALSE,FALSE,NA,NA,-1
526,Thank you for a great day yesterday; Rhode Island! #VoteTrump  https://t.co/nAlgNIIdyo,FALSE,8083,NA,4/26/2016 18:05,FALSE,NA,725023000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2438,FALSE,FALSE,NA,NA,-1
527,Six hours left to #VoteTrump Connecticut! https://t.co/U1kbLMwhNI,FALSE,7277,NA,4/26/2016 18:03,FALSE,NA,725023000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2333,FALSE,FALSE,NA,NA,-1
528,Lets go Pennsylvania! #VoteTrump   https://t.co/TWQM8AV9p4,FALSE,8518,NA,4/26/2016 18:02,FALSE,NA,725022000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2877,FALSE,FALSE,NA,NA,-1
529,Thank you for the incredible support- Melania; Barron; Ivanka; Jared; Tiffany; Don; Vanessa; Eric; and Lara!  https://t.co/mPGpPFiDl8,FALSE,12931,NA,4/26/2016 16:18,FALSE,NA,724996000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4230,FALSE,FALSE,NA,NA,-1
530,Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016   https://t.co/CMfcrZjHgM,FALSE,10372,NA,4/26/2016 13:33,FALSE,NA,724955000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4233,FALSE,FALSE,NA,NA,-1
531,MAKE AMERICA GREAT AGAIN!  https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2,FALSE,10528,NA,4/26/2016 12:47,FALSE,NA,724943000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4103,FALSE,FALSE,NA,NA,-1
532,The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart; not being honored and almost dead. Very dumb!,FALSE,17272,NA,4/26/2016 10:42,FALSE,NA,724912000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5365,FALSE,FALSE,NA,NA,1
533,Thank you Wilkes-Barre; Pennsylvania!   #MakeAmericaGreatAgain #Trump2016   https://t.co/FJbNlidwJF,FALSE,13071,NA,4/26/2016 1:52,FALSE,NA,724778000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4912,FALSE,FALSE,NA,NA,-1
534,Get out and VOTE tomorrow! We will MAKE AMERICA GREAT AGAIN!   #CTPrimary #DEPrimary #MDPrimary #PAPrimary #RIPrimary  https://t.co/ndi8sZI1Gt,FALSE,11185,NA,4/26/2016 1:28,FALSE,NA,724772000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4838,FALSE,FALSE,NA,NA,-1
535,Passing what was once a vibrant manufacturing area in Pennsylvania. So sad! #MakeAmericaGreatAgain https://t.co/RYWjgPh9Ja,FALSE,20269,NA,4/25/2016 22:11,FALSE,NA,724722000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7833,FALSE,FALSE,NA,NA,-1
536,Thank you West Chester; Pennsylvania!  #PAPrimary #VoteTrump  https://t.co/Qva1QtmhpS https://t.co/CF9SYBqka7,FALSE,9452,NA,4/25/2016 22:06,FALSE,NA,724721000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3221,FALSE,FALSE,NA,NA,-1
537,Thank you Warwick; Rhode Island!  #RIPrimary #VoteTrump   https://t.co/V0d4CuS1xf https://t.co/GU3p28VMe0,FALSE,8517,NA,4/25/2016 21:54,FALSE,NA,724718000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2782,FALSE,FALSE,NA,NA,-1
538,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.,FALSE,18940,NA,4/25/2016 11:59,FALSE,NA,724568000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7053,FALSE,FALSE,NA,NA,1
539,Lyin' Ted Cruz and 1 for 38 Kasich are unable to beat me on their own so they have to team up (collusion) in a two on one. Shows weakness!,FALSE,21441,NA,4/25/2016 11:54,FALSE,NA,724567000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7964,FALSE,FALSE,NA,NA,1
540,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!,FALSE,22983,NA,4/25/2016 3:49,FALSE,NA,724445000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8085,FALSE,FALSE,NA,NA,1
541,Wow; just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!,FALSE,29332,NA,4/25/2016 3:39,FALSE,NA,724443000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12012,FALSE,FALSE,NA,NA,1
542,I am happy to hear how badly the @nytimes is doing. It is a seriously failing paper with readership which is way down. Becoming irrelevant!,FALSE,14991,NA,4/25/2016 1:27,FALSE,NA,724409000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4643,FALSE,FALSE,NA,NA,1
543,"""@DiamondandSilk: .@DonaldJTrumpJr awesome job on @CNNSotu. DonaldTrump has integrity &amp; he refuses 2 play the game call ""Delegate Bribery""",FALSE,10838,NA,4/24/2016 14:05,FALSE,NA,724238000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3719,FALSE,FALSE,NA,NA,1
544,"""@newtgingrich: #NYPrimary turned Trump from frontrunner into presumptive #GOP nominee https://t.co/oLC7mGgnZ9 https://t.co/iNolBfFFRF""",FALSE,11391,NA,4/24/2016 14:03,FALSE,NA,724237000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4609,FALSE,FALSE,NA,NA,1
545,I will be in Maryland this afternoon for a major rally. Things are looking good for Tuesday!,FALSE,12344,NA,4/24/2016 14:01,FALSE,NA,724237000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3595,FALSE,FALSE,NA,NA,1
546,.@AndreBauer  Great job and advice on @CNN  @jaketapper  Thank you!,FALSE,6499,NA,4/24/2016 13:58,FALSE,NA,724236000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,1656,FALSE,FALSE,NA,NA,1
547,.@Borisep was great on @JudgeJeanine tonight. Very smart commentary that will prove to be correct!,FALSE,8841,NA,4/24/2016 2:01,FALSE,NA,724056000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2526,FALSE,FALSE,NA,NA,1
548,As soon as John Kasich is hit with negative ads; he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!,FALSE,16240,NA,4/24/2016 1:48,FALSE,NA,724052000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4711,FALSE,FALSE,NA,NA,1
549,I had a great day campaigning in Connecticut. Looking for a big vote on Tuesday!,FALSE,11487,NA,4/24/2016 1:41,FALSE,NA,724051000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3045,FALSE,FALSE,NA,NA,1
550,Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!,FALSE,14318,NA,4/24/2016 0:55,FALSE,NA,724039000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4152,FALSE,FALSE,NA,NA,1
551,Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir,FALSE,15289,NA,4/23/2016 20:29,FALSE,NA,723972000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4420,FALSE,FALSE,NA,NA,-1
552,Thank you Delaware! #Trump2016   #MakeAmericaGreatAgain #TrumpTrain  https://t.co/qLXTzQPbEj https://t.co/ofhbM9bcOI,FALSE,9337,NA,4/23/2016 19:30,FALSE,NA,723957000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3355,FALSE,FALSE,NA,NA,-1
553,Thank you Bridgeport; Connecticut!  #MakeAmericaGreatAgain #Trump2016  https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN,FALSE,8071,NA,4/23/2016 19:27,FALSE,NA,723956000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2474,FALSE,FALSE,NA,NA,-1
554,Thank you Waterbury; Connecticut!  #MakeAmericaGreatAgain #Trump2016  https://t.co/5eZ5nVQbE9 https://t.co/OoQAAKWUUq,FALSE,9134,NA,4/23/2016 16:10,FALSE,NA,723907000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2775,FALSE,FALSE,NA,NA,-1
555,#MakeAmericaGreatAgain  Video: https://t.co/Dsa2v9X3ol https://t.co/aGUHmO98Xm,FALSE,8981,NA,4/23/2016 14:44,FALSE,NA,723885000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3327,FALSE,FALSE,NA,NA,-1
556,Pennsylvania: Cast your vote for Trump for POTUS &amp; ALSO vote for the TRUMP DELEGATES in your congressional district! https://t.co/1utaLLMfUa,FALSE,16160,NA,4/23/2016 13:58,FALSE,NA,723874000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7823,FALSE,FALSE,NA,NA,-1
557,Will be spending the day campaigning in Connecticut; another state where jobs are being stolen by other countries. I will stop this fast!,FALSE,13475,NA,4/23/2016 12:37,FALSE,NA,723853000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4344,FALSE,FALSE,NA,NA,1
558,Thank you Pennsylvania! #Trump2016  https://t.co/Y3UBsxBQmg https://t.co/ie23QdsVTe,FALSE,11295,NA,4/23/2016 1:17,FALSE,NA,723682000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3966,FALSE,FALSE,NA,NA,-1
559,Thank you Indiana! Was great seeing everyone on Wednesday! I will be back soon! #Trump2016  https://t.co/mWfLxYKPbk https://t.co/62DKEm5XVm,FALSE,12810,NA,4/23/2016 0:03,FALSE,NA,723663000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4344,FALSE,FALSE,NA,NA,-1
560,Thank you California! See you soon!  #MakeAmericaGreatAgain #Trump2016  https://t.co/uJCqbQYYWR https://t.co/8rqI4mQ3Tw,FALSE,12122,NA,4/22/2016 23:33,FALSE,NA,723656000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4599,FALSE,FALSE,NA,NA,-1
561,Thank you; @DonaldJTrumpJr! #Trump2016 #MakeAmericaGreatAgain   https://t.co/FJXjkZAAQf https://t.co/0NQLzbwuFo,FALSE,10795,NA,4/22/2016 22:21,FALSE,NA,723638000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3440,FALSE,FALSE,NA,NA,-1
562,Thank you for the incredible support; Maryland! This is a movement!  #MakeAmericaGreatAgain #Trump2016  https://t.co/Uyq4sTYb0l,FALSE,15365,NA,4/22/2016 17:35,FALSE,NA,723566000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5542,FALSE,FALSE,NA,NA,-1
563,I met Prince on numerous occasions. He was an amazing talent and wonderful guy. He will be greatly missed!,FALSE,26452,NA,4/22/2016 15:00,FALSE,NA,723527000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6903,FALSE,FALSE,NA,NA,-1
564,Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.,FALSE,22910,NA,4/21/2016 22:16,FALSE,NA,723274000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,8591,FALSE,FALSE,NA,NA,-1
565,Both Ted Cruz and John Kasich have no path to victory. They should both drop out of the race so that the Republican Party can unify!,FALSE,25302,NA,4/21/2016 21:47,FALSE,NA,723267000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8818,FALSE,FALSE,NA,NA,1
566,Senator Ted Cruz has been MATHEMATICALLY ELIMINATED from race. He said Kasich should get out for same reason. I think both should get out!,FALSE,26881,NA,4/21/2016 10:22,FALSE,NA,723094000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9942,FALSE,FALSE,NA,NA,1
567,I will be doing the @TODAYshow with my wife; Melania; and the rest of my family in a major Town Hall. Hopefully; it will be fun! Enjoy.7A.M.,FALSE,11758,NA,4/21/2016 10:14,FALSE,NA,723093000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2611,FALSE,FALSE,NA,NA,1
568,Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016 https://t.co/dNeTdMENdV https://t.co/JbJYYpEsmo,FALSE,12265,NA,4/21/2016 2:26,FALSE,NA,722975000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4021,FALSE,FALSE,NA,NA,-1
569,We are going to bring steel and manufacturing back to Indiana!,FALSE,15908,NA,4/21/2016 1:58,FALSE,NA,722968000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5197,FALSE,FALSE,NA,NA,-1
570,Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state! https://t.co/73uCyV6ql4,FALSE,17670,NA,4/21/2016 1:58,FALSE,NA,722968000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5361,FALSE,FALSE,NA,NA,-1
571,Thank you Indiana! Will be back soon!  #Trump2016 #MakeAmericaGreatAgain https://t.co/pxvSL8cs3B,FALSE,14406,NA,4/20/2016 22:50,FALSE,NA,722920000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5029,FALSE,FALSE,NA,NA,-1
572,Off to Indiana! #Trump2016 https://t.co/zqUdaaSaXD,FALSE,14794,NA,4/20/2016 15:03,FALSE,NA,722803000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4514,FALSE,FALSE,NA,NA,-1
573,Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler; never a nice thing to do. I will beat Hillary!,FALSE,27946,NA,4/20/2016 12:42,FALSE,NA,722768000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10265,FALSE,FALSE,NA,NA,1
574,"""@bigop1: @realDonaldTrump @CNN @oreillyfactor https://t.co/vXiQru6HIE""  Wow; really nice!",FALSE,14708,NA,4/20/2016 3:31,FALSE,NA,722629000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5417,FALSE,FALSE,NA,NA,1
575,Thank you New York; I will never forget!,FALSE,21860,NA,4/20/2016 3:22,FALSE,NA,722626000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6508,FALSE,FALSE,NA,NA,1
576,Thank you New York! I love you!  #MakeAmericaGreatAgain #Trump2016 https://t.co/T1J0aUwMXl,FALSE,25036,NA,4/20/2016 1:08,FALSE,NA,722593000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10197,FALSE,FALSE,NA,NA,-1
577,.@CNN is so negative it is impossible to watch. Terrible panel; angry haters. Bill O  @oreillyfactor said such an amazing thing about me!,FALSE,15225,NA,4/20/2016 0:54,FALSE,NA,722589000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4193,FALSE,FALSE,NA,NA,1
578,"""@GreenSkyDeb: Look everybody; DonaldTrump will win it on the first ballot so keep praying!!! #TrumpTrain #Trump2016 #MakeAmericaGreatAgain""",FALSE,9754,NA,4/20/2016 0:03,FALSE,NA,722576000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2968,FALSE,FALSE,NA,NA,1
579,"""@keksec__org: @realDonaldTrump Your policies will make this state and country great again! #MakeAmericaGreatAgain https://t.co/SWxV3YCbqb""",FALSE,14519,NA,4/19/2016 23:51,FALSE,NA,722573000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3883,FALSE,FALSE,NA,NA,1
580,"""@kdk144: @realDonaldTrump Everybody is ""In A New York State of Mind"" now!""",FALSE,8744,NA,4/19/2016 23:50,FALSE,NA,722573000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2494,FALSE,FALSE,NA,NA,1
581,I will be interviewed on @foxandfriends at 9:00 A.M. I will be talking about the rigged and boss controlled Republican primaries!,FALSE,9683,NA,4/16/2016 12:00,FALSE,NA,721307000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2566,FALSE,FALSE,NA,NA,1
582,"""@dmharvey89: @realDonaldTrump @wdct8110 I just voted for @realDonaldTrump in Indiana. Everyone I talk to was following suit!"" Fantastic!",FALSE,8833,NA,4/16/2016 11:56,FALSE,NA,721306000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2665,FALSE,FALSE,NA,NA,1
583,"""@herb_stamper: @JackoffJosh711 @SenFrankNiceley @FoxNews @WSJ we are becoming a third world country because of jerks like him"" Great!",FALSE,5782,NA,4/16/2016 1:17,FALSE,NA,721146000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,1632,FALSE,FALSE,NA,NA,1
584,"""@wdct8110: @realDonaldTrump We love you Donald ! Finally someone who actually cares about us .. !! https://t.co/BKoQu1mm4A""",FALSE,16150,NA,4/16/2016 1:15,FALSE,NA,721145000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5187,FALSE,FALSE,NA,NA,1
585,"""@Bubble709_: @realDonaldTrump Praying for your family and your win in New York."" Thank you!",FALSE,8275,NA,4/16/2016 1:14,FALSE,NA,721145000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2191,FALSE,FALSE,NA,NA,1
586,Join me this weekend! #NYPrimary  4/16: SYRACUSE - NOON  https://t.co/Eu43S1wJN9  4/16: WATERTOWN - 3pm  https://t.co/UdOZzisJhA   #Trump2016,FALSE,6322,NA,4/16/2016 0:59,FALSE,NA,721141000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2249,FALSE,FALSE,NA,NA,-1
587,Thank you; @NYPost! #Trump2016  https://t.co/KzGweIxaEo,FALSE,11132,NA,4/15/2016 21:52,FALSE,NA,721094000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3785,FALSE,FALSE,NA,NA,-1
588,Thank you America! #Trump2016 https://t.co/PTKkrLeuCB,FALSE,15402,NA,4/15/2016 21:12,FALSE,NA,721084000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5655,FALSE,FALSE,NA,NA,-1
589,MAKE AMERICA GREAT AGAIN!  https://t.co/VxVOG3c5RZ,FALSE,12556,NA,4/15/2016 3:50,FALSE,NA,720822000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5404,FALSE,FALSE,NA,NA,-1
590,Join me on Saturday- in Syracuse; New York! #NYPrimary #Trump2016  https://t.co/F6JkPKb1hn https://t.co/yfJZUlDdCM,FALSE,8924,NA,4/14/2016 17:55,FALSE,NA,720672000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3583,FALSE,FALSE,NA,NA,-1
591,Thank you Pittsburgh; Pennsylvania!  #MakeAmericaGreatAgain #Trump2016 https://t.co/7WHS3vbXSw,FALSE,14347,NA,4/14/2016 4:47,FALSE,NA,720473000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4709,FALSE,FALSE,NA,NA,-1
592,Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!,FALSE,17297,NA,4/14/2016 4:11,FALSE,NA,720465000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7074,FALSE,FALSE,NA,NA,1
593,The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,FALSE,19639,NA,4/14/2016 3:53,FALSE,NA,720460000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6756,FALSE,FALSE,NA,NA,1
594,Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!,FALSE,17260,NA,4/14/2016 3:46,FALSE,NA,720458000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,6756,FALSE,FALSE,NA,NA,1
595,Will be interviewed by @SeanHannity on @FoxNews tonight at 10pm from Pennsylvania. Enjoy! #Trump2016 https://t.co/8IJ40zKS90,FALSE,11517,NA,4/14/2016 1:06,FALSE,NA,720418000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3316,FALSE,FALSE,NA,NA,-1
596,Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrain  Tickets: https://t.co/TrKj5lGXup,FALSE,10194,NA,4/13/2016 13:48,FALSE,NA,720247000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3648,FALSE,FALSE,NA,NA,-1
597,#MakeAmericaGreatAgain #Trump2016 https://t.co/249n3yLQxS,FALSE,11019,NA,4/13/2016 5:11,FALSE,NA,720117000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3776,FALSE,FALSE,NA,NA,-1
598,#MakeAmericaGreatAgain #Trump2016  https://t.co/l5TyL8U4e8,FALSE,10398,NA,4/13/2016 5:10,FALSE,NA,720117000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3444,FALSE,FALSE,NA,NA,-1
599,Great to be on @andersoncooper tonight with my wonderful family. Will be rebroadcast at 12:00 A.M.  (EASTERN).,FALSE,11822,NA,4/13/2016 3:53,FALSE,NA,720098000000000000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2647,FALSE,FALSE,NA,NA,1
600,I LOVE NEW YORK! #NewYorkValues   https://t.co/dbTDhYAX1v,FALSE,12080,NA,4/12/2016 22:15,FALSE,NA,720012000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3925,FALSE,FALSE,NA,NA,-1
601,THANK YOU California; Maryland; New York; and Pennsylvania! See you soon!  #MakeAmericaGreatAgain #Trump2016 https://t.co/2lyqnMRIGq,FALSE,18897,NA,4/12/2016 16:10,FALSE,NA,719921000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7332,FALSE,FALSE,NA,NA,-1
602,Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain https://t.co/AVTkCAne5w,FALSE,18587,NA,4/12/2016 16:02,FALSE,NA,719919000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6127,FALSE,FALSE,NA,NA,-1
603,WOW; great new poll- New York! Thank you for your support! #Trump2016  #NewYorkValues https://t.co/kuvCXJXjcr https://t.co/WSVmdI8vfZ,FALSE,15868,NA,4/12/2016 10:13,FALSE,NA,719831000000000000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6141,FALSE,FALSE,NA,NA,-1
